Text_lang,Text1_lang,ID,LanguageID,ConditionID,EmotesID,Flags,ChatBubbleDurationMs,VoiceOverPriorityID,SoundKitID[0],SoundKitID[1],EmoteID[0],EmoteID[1],EmoteID[2],EmoteDelay[0],EmoteDelay[1],EmoteDelay[2]
凶残的蜥蜴人虽然头脑并不发达，但还是很快意识到他们的真实处境。它们先残杀魔古的敌人。,,61802,0,0,0,68,0,0,30136,0,1,0,0,0,0,0
接着，他们屠戮魔古的臣民。,,61803,0,0,0,68,0,0,30137,0,1,0,0,0,0,0
很快，他们便开始残杀魔古。,,61804,0,0,0,68,0,0,30138,0,1,0,0,0,0,0
于是魔古皇帝下令铲除蜥蜴人。他想将整个蜥蜴人种族铲除，却无济于事。他们至今仍在潘达利亚肆虐。,,61805,0,0,0,68,0,0,30139,0,1,0,0,0,0,0
明白了吧——力量得来容易，却不可轻易给予。,,61806,0,0,0,68,0,0,30140,0,1,0,0,0,0,0
,我们就等你了。,61828,0,0,396,69,0,0,0,31373,0,0,0,0,0,0
,来，$p，我指给你看。,61979,0,0,66,70,0,0,0,31359,0,0,0,0,0,0
,透过望远镜看。,61980,0,0,396,71,0,0,0,31360,0,0,0,0,0,0
,恨之煞就在那个螳螂妖建筑里……我猜想它是被一个强大的寄主吸引过去的。,61981,0,0,396,70,0,0,0,31361,0,0,0,0,0,0
,要想进去，得从这儿的螳螂妖头领身上找到经过特殊转化的水晶。,61982,0,0,396,70,0,0,0,31362,0,0,0,0,0,0
,那些头领在这儿……,61983,0,0,396,70,0,0,0,31363,0,0,0,0,0,0
,这儿……,61984,0,0,396,70,0,0,0,31364,0,0,0,0,0,0
,还有这儿。,61985,0,0,396,70,0,0,0,31365,0,0,0,0,0,0
,杀掉他们，夺取水晶。就这么简单。,61986,0,0,396,70,0,0,0,31366,0,0,0,0,0,0
啊，你好，陌生人！洄梦仙酒味道如何？酒不醉人人自醉，雾里看花花非花。半梦半醒，谁是谁非？,,62624,0,0,1,70,0,0,31784,0,0,0,0,0,0,0
什么……？,,62776,0,0,0,70,0,0,32476,0,0,0,0,0,0,0
那是什么声音？,,62777,0,0,0,70,0,0,32477,0,0,0,0,0,0,0
是从……墙那边传来的。,,62778,0,0,0,70,0,0,32475,0,0,0,0,0,0,0
我知道是从哪儿传来的，可那到底是什么？,,62779,0,0,0,70,0,0,32478,0,0,0,0,0,0,0
不……不……,,62781,0,0,0,70,0,0,32479,0,0,0,0,0,0,0
弟兄们！拿起武器！,,62782,0,0,0,70,0,0,0,0,0,0,0,0,0,0
你们三个！去前面协助橡盾队长！,,62783,0,0,0,70,0,0,32480,0,0,0,0,0,0,0
绿耕！黑土！掩护我们的左侧！我可不想遭到偷袭！,,62784,0,0,0,70,0,0,32481,0,0,0,0,0,0,0
莱文，你去右侧！靠你自己了！,,62785,0,0,0,70,0,0,32482,0,0,0,0,0,0,0
其他人！如果你们拿得动武器，就去保护村庄！别让他们越过防线！你们……,,62786,0,0,0,70,0,0,32483,0,0,0,0,0,0,0
我们毫无机会……,,62789,0,0,0,70,0,0,32485,0,0,0,0,0,0,0
所有人，退后！退……,,62790,0,0,0,70,0,0,32486,0,0,0,0,0,0,0
啊啊啊！,,62791,0,0,0,70,0,0,29747,0,0,0,0,0,0,0
你是谁？,,62792,0,0,0,70,0,0,32487,0,0,0,0,0,0,0
何必管我们是谁？我们是来帮你的。,,62794,0,0,0,70,0,0,29748,0,0,0,0,0,0,0
嘿！给我一把干草叉！,,62795,0,0,0,70,0,0,32504,0,0,0,0,0,0,0
你投降了？为什么？因为这群入侵者能摧毁一道长城？别忘了你还有另一道长城…是由那些管这里叫做家的人…比肩铸成的。,,62796,0,0,0,70,0,0,29749,0,0,0,0,0,0,0
别忘了你还有另一道长城…是由那些管这里叫做家的人…比肩铸成的。,,62797,0,0,0,70,0,0,0,0,0,0,0,0,0,0
我们任何人都甘愿放弃生命，以守护这片土地。,,62798,0,0,0,70,0,0,29750,0,0,0,0,0,0,0
这片土地属于我们……,,62799,0,0,0,70,0,0,0,0,0,0,0,0,0,0
属于我们的祖先……,,62800,0,0,0,70,0,0,0,0,0,0,0,0,0,0
属于我们的子孙。,,62801,0,0,0,70,0,0,0,0,0,0,0,0,0,0
这决不会被改变。,,62802,0,0,0,70,0,0,0,0,0,0,0,0,0,0
太迟了！雷电之王将会崛起，从你手上夺取这片土地。,,63378,0,0,0,70,0,0,0,0,0,0,0,0,0,0
他们是怎么发现我们的？拿起武器——我们必须冲出这条峡谷！,,63387,0,0,0,70,0,0,25871,0,6,0,0,0,0,0
噢……我好像把剑弄丢了。,,63691,0,0,0,68,0,0,30141,0,0,0,0,0,0,0
当分裂之力将艾泽拉斯大陆撕扯开来时，我们熊猫人以为世界其它地区都遭到了彻底毁灭。,,63692,0,0,0,68,0,0,30114,0,0,0,0,0,0,0
然而在几个世纪之后，有位名叫刘浪的年轻探险家决定出去看看。他开始了对世界的探索……而他骑的竟是一只海龟！,,63693,0,0,0,68,0,0,30115,0,0,0,0,0,0,0
我们用雕像和歌谣赞美他的英雄气魄，可如果你在他出海的那天守在岸边——我相信，你会觉得他当时的样子傻得很。,,63694,0,0,0,68,0,0,30116,0,0,0,0,0,0,0
噢，那些熊猫人不遗余力地嘲笑他。可是刘浪比人们想象得要聪明。海龟总能回到自己出生的岸边。于是，尽管迷雾笼罩着我们的土地，刘浪总能安然返家。,,63695,0,0,0,68,0,0,30117,0,0,0,0,0,0,0
他每隔几年便回来——讲述旅途中的奇遇：沙漠中的神秘城市，无边草原上的游牧民族，寒冰之下的伟大帝国，还有黄金镀成的神奇王国。,,63696,0,0,0,68,0,0,30118,0,0,0,0,0,0,0
他每次回来，都有更多的熊猫人响应刘浪的召唤，爬到那日渐拥挤的龟背上，与他同行。他们是勇敢的探险家，是冒险王。,,63697,0,0,0,68,0,0,30119,0,0,0,0,0,0,0
那就是刘浪给我们的启示，朋友。人们总爱嘲笑探险家。他们笑啊，笑啊……等他回来就不笑了。,,63698,0,0,0,68,0,0,30120,0,0,0,0,0,0,0
于无声之处起波澜。比如说，一个宁静的池塘。水面平滑如镜。,,63699,0,0,396,68,0,0,30150,0,0,0,0,0,0,0
直到我丢进一块石子。如此微不足道——但瞬间，涟漪就会袭遍整个水面！,,63700,0,0,396,68,0,0,30151,0,0,0,0,0,0,0
锦鱼人也有着卑微的出身。本来只是一种原始生物，但有幸能生长在谷内含有魔法的池塘附近。,,63701,0,0,0,68,0,0,30152,0,0,0,0,0,0,0
池塘的魔力滋养着他们的心智、壮大着他们的躯体，把他们变成了潘达利亚最伟大的古老生物之一。,,63702,0,0,0,68,0,0,30153,0,0,0,0,0,0,0
锦鱼人中的智者确实非常睿智——他们与河流交流的方式，只有我族的长者才能知晓一二。,,63703,0,0,0,68,0,0,30154,0,0,0,0,0,0,0
在水流的低语声中，他们能听见未来。,,63704,0,0,0,68,0,0,30155,0,0,0,0,0,0,0
锦鱼人水语者们，在潘达利亚历史上的重要事件中，都扮演着核心角色。,,63705,0,0,0,68,0,0,30156,0,0,0,0,0,0,0
他们的真知灼见筑起了帝国，解救了奴隶，还在一万年前艾泽拉斯大分裂来临之前，向末代皇帝发出了警告。,,63706,0,0,0,68,0,0,30157,0,0,0,0,0,0,0
想想看——哪怕是最微弱的声音也能改变世界。下次当你决定掷出石子时，考虑一下吧，朋友。,,63707,0,0,0,68,0,0,30158,0,0,0,0,0,0,0
噢，我的弟子——你想要了解螳螂妖？我提醒你，边境前线上到处都是我原先弟子的坟冢。,,63708,0,0,0,68,0,0,30166,0,1,1,0,0,500,0
螳螂妖是严酷的老师。,,63709,0,0,0,68,0,0,30167,0,0,0,0,0,0,0
螳螂妖世代都汇集大军涌上蟠龙脊。它们杀死许多熊猫人，于是我们加倍奉还。可它们的后代又会卷土重来。为何要如此？,,63710,0,0,0,68,0,0,30168,0,0,0,0,0,0,0
我们熊猫人不知道。,,63711,0,0,0,68,0,0,30169,0,0,0,0,0,0,0
古书上说，螳螂妖一直都在这里。它们甚至比魔古族出现得还要早。它们是哪儿来的？,,63712,0,0,0,68,0,0,30170,0,1,6,0,0,500,0
我们熊猫人不知道。,,63713,0,0,0,68,0,0,30171,0,6,0,0,0,0,0
如果你能和螳螂妖交上朋友，赢取了信任，那他们会告诉你螳螂妖的秘密。可我提醒你：,,63714,0,0,0,68,0,0,30172,0,0,0,0,0,0,0
从来没人和螳螂妖交过朋友。,,63715,0,0,0,68,0,0,30173,0,0,0,0,0,0,0
我们熊猫人只知道——螳螂妖屠杀我们的族人，一代又一代地杀害了无数的熊猫人，它们让我们懂得了生命的价值。人生苦短，稍纵即逝，一不留神……灰飞烟灭。,,63716,0,0,0,68,0,0,30174,0,0,0,0,0,0,0
这就是螳螂妖教会我们的东西。,,63717,0,0,0,68,0,0,30175,0,0,0,0,0,0,0
你在这个世界上最怕什么？你是否能战胜恐惧，还是被恐惧征服？,,63718,0,0,0,68,0,0,30159,0,0,0,0,0,0,0
在世界崩裂之前的古老时代，魔古族皇帝统治着潘达利亚。我们的族人被当成奴隶，而且畏惧不已。,,63719,0,0,0,68,0,0,30160,0,0,0,0,0,0,0
魔古族是痛苦与折磨的高手，还精于使用黑暗魔法和恐怖武器。任何熊猫人、猢狲和锦鱼人都无力与之对抗。恐惧笼罩着熊猫人。,,63720,0,0,0,68,0,0,30161,0,0,0,0,0,0,0
是魔古族建造了蟠龙脊。运气最差的奴隶从事建造和防御工作，充当抵挡螳螂妖的炮灰。我的族人害怕极了。,,63721,0,0,0,68,0,0,30162,0,0,0,0,0,0,0
帝国羽翼渐丰，魔古族窥探谷中的秘密，进行实验。他们用活人的血肉和石头造出了可怕的武器。我的族人惶恐不已。,,63722,0,0,0,68,0,0,30163,0,0,0,0,0,0,0
而狂妄的魔古族万万没想到，最后推翻它们统治的，并非敌人，而是受压迫的民众。没想到会有一天，奴隶会挺身而起……,,63723,0,0,0,68,0,0,30164,0,0,0,0,0,0,0
……并且不再畏惧。,,63724,0,0,0,68,0,0,30165,0,0,0,0,0,0,0
火是最有魔力的元素。它能带来温暖，烹制食物。是它把一座房屋变成了一个家。如果善加利用，火能把钢铁铸成刀剑或犁头。但若放任不管，大火也能烧毁整座城市。,,63725,0,0,0,68,0,0,30099,0,0,0,0,0,0,0
火是变化的工具。,,63726,0,0,0,68,0,0,30100,0,0,0,0,0,0,0
很久以前，一群强健的游牧猎手在世界各处游荡。命运和他们开了个玩笑——在艾泽拉斯大分裂发生时，他们刚好来到潘达利亚。这群游荡者被困在了螳螂高原这片荒芜而危险的土地。,,63727,0,0,0,68,0,0,30101,0,0,0,0,0,0,0
那些高尚的猎手想出了自给自足的办法。其中火是关键。他们从地下掘油，用火来温暖房屋，烧饭做菜，烧灼敌人。他们变得强大起来了。,,63728,0,0,0,68,0,0,30102,0,0,0,0,0,0,0
命运之火熊熊燃烧，野牛人诞生了。他们定居在长城之外，拒绝臣服于除自己之外的任何律法。,,63729,0,0,0,68,0,0,30103,0,0,0,0,0,0,0
命运对野牛人是否不公？这就等于是问火究竟是好还是坏。,,63730,0,0,0,68,0,0,30104,0,0,0,0,0,0,0
命运就像火焰——既能塑造我们，也能毁灭我们。,,63731,0,0,0,68,0,0,30105,0,0,0,0,0,0,0
关键在于，你如何利用它。,,63732,0,0,0,68,0,0,30106,0,0,0,0,0,0,0
啊！你想打听我们最伟大的末代帝王少昊？朋友，我可没时间陪你追溯他一生中的冒险奇遇，可他在万年以前采取的行动，直到今天仍然影响深远。,,63733,0,0,0,68,0,0,30107,0,0,0,0,0,0,0
我们知道，他在翡翠林中荡除了自己的疑虑，在卡桑琅丛林里消除了自己的绝望，在螳螂高原上战胜了自己的恐惧，在昆莱山的巅峰击败了自己的愤怒、仇恨和暴力。,,63734,0,0,0,68,0,0,30108,0,0,0,0,0,0,0
人们为纪念这些圣地而建造了寺院。,,63735,0,0,0,68,0,0,30109,0,0,0,0,0,0,0
但请你想象一下，他归返的那一天，置身于这个山谷中。那一刻，大门为他缓缓开启，我们的皇帝成为了焕发纯净之光的造物——胸中无疑无惧亦无恨……,,63736,0,0,0,68,0,0,30110,0,0,0,0,0,0,0
据说，当时山谷中所有的林木都花开满枝，群芳争艳，一直盛开到今天。,,63737,0,0,0,68,0,0,30111,0,0,0,0,0,0,0
但愿我们所有人都能像圣祖皇帝那样生活。像他那样卸下肩头的重担，和宇宙相生共存。我相信，这就是在他化归大地，使潘达利亚免受灾变侵袭之前……想要传达给我们的。,,63738,0,0,0,68,0,0,30112,0,0,0,0,0,0,0
谢谢你，尊敬的皇帝陛下。,,63739,0,0,0,70,0,0,30113,0,0,0,0,0,0,0
有一天，一位父亲厌倦了幼子的顽劣。“你简直像只猢狲！”父亲斥责道。可那孩子还是我行我素。,,63740,0,0,0,68,0,0,30142,0,0,0,0,0,0,0
为了教训他，父亲把儿子拽到林子里，让他看看猢狲是如何生活的。“你知道猢狲是什么样了吧？你想像它们那样生活吗？”,,63741,0,0,0,68,0,0,30143,0,0,0,0,0,0,0
猢狲很是活泼好动。可那是个短命的种族，很少有猢狲能活过二十岁。它们的领袖也只是十四或十五岁。你十四岁时有多成熟？好好想想吧！,,63742,0,0,0,68,0,0,30144,0,0,0,0,0,0,0
然后，父亲问儿子学到了什么。,,63743,0,0,0,68,0,0,30145,0,0,0,0,0,0,0
儿子答道：“我学到的是，我们终日在那一亩三分地上劳作，可猢狲却把整个世界当成自己的花园。我们以寥落的烛光照明，可猢狲却能尽享漫天星光。我每天都要上学读书，可猢狲却在实践中掌握本领。”,,63744,0,0,0,68,0,0,30146,0,0,0,0,0,0,0
最后儿子总结道，“我还是乐得做只猢狲！”,,63745,0,0,0,68,0,0,30147,0,0,0,0,0,0,0
那么是谁更聪明？是父亲，还是儿子？,,63746,0,0,0,68,0,0,30148,0,0,0,0,0,0,0
这个问题就要让你自己去回答了。,,63747,0,0,0,68,0,0,30149,0,0,0,0,0,0,0
你可以让我加入战斗吗？大多数小女孩讨厌蛇，但我觉得蛇很可爱！,你可以让我加入战斗吗？大多数小女孩讨厌蛇，但我觉得蛇很可爱！,64260,0,0,0,68,0,0,0,0,6,0,0,0,0,0
啊，这不是我最仰慕的刺客大师吗！我一直希望能在潘达利亚找到你呢。,,65087,0,0,1,68,0,0,29135,0,0,0,0,0,0,0
很好。我们谈谈吧。,,65088,0,0,0,68,0,0,29136,0,0,0,0,0,0,0
童福！拿酒来。,,65089,0,0,0,68,0,0,29137,0,0,0,0,0,0,0
我的父亲死亡之翼，曾经想摧毁整个艾泽拉斯。,,65090,0,0,0,68,0,0,29138,0,0,0,0,0,0,0
没错，他是误入歧途，可他却说对了一件事——我们的世界……确实脆弱不堪。,,65091,0,0,0,68,0,0,29139,0,0,0,0,0,0,0
我们是晦暗宇宙中的一点光亮。是飘摇在暴风雨中的烛光。,,65092,0,0,0,68,0,0,29140,0,0,0,0,0,0,0
有时我会想，正是我们这个世界的动荡，逼疯了我的父亲。,,65093,0,0,0,68,0,0,29141,0,0,0,0,0,0,0
啊，谢谢你，童福。,,65094,0,0,0,68,0,0,29142,0,0,0,0,0,0,0
现在，言归正传——我觉得一场末世浩劫正在酝酿。不，我说的不是联盟和部落之间的冲突。,,65095,0,0,0,68,0,0,29143,0,0,0,0,0,0,0
相信我——加尔鲁什·地狱咆哮在塞拉摩的所作所为，跟现在降临于我们脆弱家园的浩劫相比，根本算不了什么。,,65096,0,0,0,68,0,0,29144,0,0,0,0,0,0,0
可战争深深困扰着我。你理解我的顾虑吗？,,65097,0,0,0,68,0,0,29145,0,0,0,0,0,0,0
四分五裂的艾泽拉斯根本无力对抗黑暗。,,65098,0,0,0,68,0,0,29146,0,0,0,0,0,0,0
这场战争必须尽快结束。否则，它会耗尽我们的力量！,,65099,0,0,0,68,0,0,29147,0,0,0,0,0,0,0
请你相信，联盟在这场战役中，能得到我毫无保留、坚定不移的支持。,,65100,0,0,0,68,0,0,29148,0,0,0,0,0,0,0
你大可放心，我的忠诚与部落同在。,,65101,0,0,0,68,0,0,29149,0,0,0,0,0,0,0
我们该如何迅速果断地平息这场冲突？相信答案就在你们这些英雄心里。,,65102,0,0,0,68,0,0,29150,0,0,0,0,0,0,0
我们必须确定你能够执行这项任务……并把你武装起来。,,65103,0,0,0,68,0,0,29151,0,0,0,0,0,0,0
我有两百多艘船，唯独载着我儿子的那艘……不见了！,,65150,0,0,1,70,0,0,31808,0,1,0,0,0,0,0
我很抱歉，可我暂时还不能回去。,,65151,0,0,1,70,0,0,31805,0,1,0,0,0,0,0
我决心去寻找那座溪谷……溪谷……溪谷……,,65152,0,0,1,70,0,0,31806,0,1,0,0,0,0,0
抢占那片海滩，将那岛屿染成红色！,,65153,0,0,1,70,0,0,31807,0,5,0,0,0,0,0
啊，又一个来自迷雾之外的旅行者。,,65214,0,0,396,68,0,0,29030,0,0,0,0,0,0,0
一万年前，末代熊猫人皇帝曾向我讨教治国之道。他也是一个充满矛盾的人。让我们看看你是否正确，踏岚。看看这个陌生人如何应对灵魂的骚动。,,65215,0,0,396,68,0,0,29031,0,0,0,0,0,0,0
我们赞同为正义事业而战是光荣的：如保卫家园或家人。可复仇呢？愤怒呢？我能在此人内心深处感觉到这些情绪。,,65273,0,0,396,68,0,0,29033,0,0,0,0,0,0,0
说得好，智。来自迷雾之外的陌生人们虽然不缺乏热情，但我们得看看他们的自制力。愤怒出自仇恨，仇恨乃万苦之源。看，这就是你心中仇恨的模样！,,65326,0,0,396,68,0,0,29035,0,0,0,0,0,0,0
这个凡人证明了自己驾驭愤怒的能力。通过后辈们的话语和这位英雄的举动，我想我已经明白了。那些来自迷雾之外的人久经战火磨砺。他们伤痕累累，但已有所觉悟。我相信他们。,,65350,0,0,396,68,0,0,29037,0,0,0,0,0,0,0
我决定了，锦绣谷将继续对外来者开放。他们确实犯下了很大的罪孽……但是，我从他们身上看到了纠正错误的能力。,,65352,0,0,377,68,0,0,38210,0,0,0,0,0,0,0
我要征求其他人的意见。大门口见。,,65354,0,0,396,68,0,0,29040,0,0,0,0,0,0,0
你太迟了。,,65404,0,0,0,70,0,0,31492,0,0,0,0,0,0,0
雷电之王的遗骸已被带去末劫岛了。,,65405,0,0,0,70,0,0,31493,0,0,0,0,0,0,0
我们举行了古老的仪式……,,65406,0,0,0,70,0,0,31494,0,0,0,0,0,0,0
现在，潘达利亚的真命天子要再次降临这个世界了。,,65407,0,0,0,70,0,0,31495,0,0,0,0,0,0,0
向熊猫人篡位者致哀吧！魔古族将再度崛起，赞达拉也将得到新的家园……,,65409,0,0,0,70,0,0,31496,0,0,0,0,0,0,0
守住遗骸，兄弟们！,,65410,0,0,0,70,0,0,31481,0,0,0,0,0,0,0
雷电之王必将重生……,,65411,0,0,0,70,0,0,31482,0,0,0,0,0,0,0
昆莱山下，雷电在沉睡……,,65421,0,0,0,70,0,0,30093,0,0,0,0,0,0,0
久违的风暴沉寂无声……,,65422,0,0,0,70,0,0,0,0,0,0,0,0,0,0
可兄弟王国的鲜血……,,65423,0,0,0,70,0,0,0,0,0,0,0,0,0,0
令被逐者生机犹存……,,65424,0,0,0,70,0,0,0,0,0,0,0,0,0,0
赞达拉的鲜血将带他归返……,,65425,0,0,0,70,0,0,0,0,0,0,0,0,0,0
赞达拉的声音将使他苏醒……,,65426,0,0,0,70,0,0,0,0,0,0,0,0,0,0
,潘达利亚的子民们，迷雾已经散去。无论如何，这片土地都将对外开放。,65970,0,0,0,71,0,0,0,38220,0,0,0,0,0,0
,让我们团结一致，重建这片神圣的土地，向治愈这个破碎的世界迈出第一步。,65971,0,0,0,71,0,0,0,38221,0,0,0,0,0,0
我信任来自迷雾之外的朋友们。,,65972,0,0,0,70,0,0,29621,0,0,0,0,0,0,0
