ID,Name_lang,Location_lang,Description_lang,MapPos[0],MapPos[1],WorldPos[0],WorldPos[1],GarrTypeID,GarrMissionTypeID,GarrFollowerTypeID,MaxFollowers,MissionCost,MissionCostCurrencyTypesID,OfferedGarrMissionTextureID,UiTextureKitID,EnvGarrMechanicID,EnvGarrMechanicTypeID,PlayerConditionID,GarrMissionSetID,TargetLevel,TargetItemLevel,MissionDuration,TravelDuration,OfferDuration,BaseCompletionChance,BaseFollowerXP,OvermaxRewardPackID,FollowerDeathChance,AreaID,Flags,AutoMissionScalar,AutoMissionScalarCurveID,AutoCombatantEnvCasterID
89,突袭影月岗哨,沙兹古尔,我们可以派一些精英去突袭沙兹古尔的影月岗哨！为了联盟！,0,0,0,0,2,3,1,3,10,824,0,106,0,11,26960,28,90,0,3600,0,0,65,200,0,0,0,1,1,0,0
90,灵龙之友,荧光腐沼,奥术畸体威胁到了荧光腐沼里的灵龙。这是绝对不可接受的！,0,0,0,0,2,3,1,1,10,824,0,106,0,19,28565,28,90,0,1800,0,9999999,65,100,0,0,0,0,1,0,0
91,营救游侠,沙兹古尔,影月兽人俘虏了一些游侠和联盟部队。快潜入他们的营地救出这些俘虏！,0,0,0,0,2,3,1,1,10,824,0,106,0,11,26963,28,90,0,1800,0,9999999,65,100,0,0,0,0,1,0,0
107,野蛮的近亲,纳格兰,戈隆和食人魔正计划合力围攻我们。我们必须在他们得逞之前粉碎他们的阴谋。,0,0,0,0,2,3,1,3,15,824,0,104,0,29,32928,30,100,0,36000,0,129600,0,1500,0,0,0,0,1,0,0
108,工业间谍,戈尔隆德,只要黑石氏族的战争机器有设计缺陷，我们就能破坏它们。快潜入敌方营地，检查他们的战争机器，寻找其弱点吧。,0,0,0,0,2,3,1,3,15,824,0,103,0,11,32928,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
109,钳爪与獠牙,戈尔隆德,原祖荆兽是德拉诺最邪恶的生物之一。我们必须遏制住它们从戈尔隆德向其它地区扩散的势头。,0,0,0,0,2,3,1,3,15,824,0,103,0,20,32928,30,100,0,36000,0,129600,0,1500,0,0,0,0,1,0,0
110,虔诚的鸟,阿兰卡峰林,我们最好别去招惹那些邪恶的鸦人，但占领他们在阿兰卡峰林的神殿可以让我们取得战略优势。,0,0,0,0,2,3,1,3,15,824,0,107,0,14,32928,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
111,燃烧的塔拉多,塔拉多,萨格拉斯的爪牙深渊魔正在塔拉多的森林里游荡，大肆焚烧树木。在森林化为灰烬之前，快去消灭他们吧。,0,0,0,0,2,3,1,3,15,824,0,105,0,16,32928,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
112,深入虎穴,阿兰卡峰林,许多获救的德莱尼俘虏失踪了，罪魁祸首应该是刃牙虎人。先将自己武装到牙齿，然后去调查一下吧。,0,0,0,0,2,3,1,3,15,824,0,107,0,21,32928,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
113,燃烧军团先锋,塔拉多,随着地狱火和恶魔卫士对塔拉多的入侵，其余的燃烧军团部队也不远了。去击败他们，并试着找出这些恶魔的来源。,0,0,0,0,2,3,1,3,15,824,0,105,0,16,32928,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
114,扭曲虚空,影月谷,正在影月谷肆虐的空灵领主和虚空召唤者是被某个人召唤来的。无论这是谁干的，去找出这个家伙并干掉他。,0,0,0,0,2,3,1,3,15,824,0,106,0,19,27780,30,100,0,21600,0,129600,0,1500,0,0,0,0,1,0,0
115,硬皮生物,霜火岭,玛戈隆和鬣蜥人的皮肤上长着具有魔法力量的岩石板。去收集这些石板供我们使用。,0,0,0,0,2,3,1,3,10,824,0,101,0,23,27780,30,100,0,21600,0,129600,0,1500,0,0,0,0,1,0,0
116,钢铁部落的党羽,霜火岭,许多强大的食人魔督军都是钢铁部落的可怕盟友。快去说服他们离开吧——如有必要，可以使用武力。,0,0,0,0,2,3,1,3,20,824,0,101,0,12,27780,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
117,裂蹄牛大骚乱,霜火岭,为了削弱雷神氏族，我们必须消灭他们最凶猛的战士——裂蹄牛骑兵。快去他们的营地放走他们的坐骑吧。,0,0,0,0,2,3,1,3,10,824,0,101,0,11,27780,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
118,蔓延的腐蚀,影月谷,邪能魔法腐蚀了影月谷的一些古树。我们必须砍倒它们，终止其疯狂的破坏行为。,0,0,0,0,2,3,1,3,15,824,0,106,0,26,27780,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
119,钢铁部落之心,纳格兰,战歌氏族是钢铁部落的力量象征。在夜色的掩护下，烧毁战歌氏族的营地。这能够打击他们的士气。,0,0,0,0,2,3,1,2,15,824,0,104,0,11,27780,30,100,0,14400,0,129600,0,1500,0,0,0,0,1,0,0
120,刃牙虎人的伏击,纳格兰,巡逻队报告说有一群刃牙虎人正在到处伏击纳格兰的商队。去找到并阻止他们吧。,0,0,0,0,2,3,1,2,10,824,0,104,0,29,27780,30,100,0,14400,0,129600,0,1500,0,0,0,0,1,0,0
125,一地鸦毛,阿兰卡峰林,鸦人的鸦爪祭司已经开始将德莱尼献祭给他们的神泰罗克了。去打断他们的仪式，释放那些俘虏吧。,0,0,0,0,2,3,1,2,20,824,0,107,0,14,27780,30,100,0,14400,0,129600,0,1500,0,0,0,0,1,0,0
126,萨格拉斯教派,塔拉多,在塔拉多的遥远角落，一小撮德莱尼正在崇拜萨格拉斯。请在他们的邪教扩散开之前阻止他们。,0,0,0,0,2,3,1,2,10,824,0,105,0,26,27780,30,100,0,14400,0,129600,0,1500,0,0,0,0,1,0,0
127,奔向自由！,戈尔隆德,食人魔奴贩们捕捉了许多因钢铁部落入侵而失去家园的德莱尼。派个人去他们的营地解放这些俘虏吧。,0,0,0,0,2,3,1,2,15,824,0,103,0,12,27780,30,100,0,14400,0,129600,0,1500,0,0,0,0,1,0,0
128,斩首行动,纳格兰,只要失去首领，就能破坏高等食人魔袭击我们密探进行警告的图谋。派个刺客去干掉他们藏身于纳格兰的督军吧。,0,0,0,0,2,3,1,3,10,824,0,104,0,12,27780,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
129,刃月的秘密,影月谷,原祖荆兽和木精的硬化外壳可以强化我们的护甲。无论采用何种手段，去帮我们搞一些来吧。,0,0,0,0,2,3,1,3,10,824,0,106,0,20,27780,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
130,掠食者成灾,阿兰卡峰林,害虫！我们的补给品里，兵营里，到处都是这些掠食者的身影！在被它们彻底淹没之前，快去毁掉它们位于阿兰卡峰林的巢穴吧。,0,0,0,0,2,3,1,2,15,824,0,107,0,15,27780,30,100,0,14400,0,129600,0,1500,0,0,0,0,1,0,0
131,地狱火之怒,塔拉多,地狱火在塔拉多非常少见。我们希望这种情况能保持下去。去干掉那些地狱火，越多越好。,0,0,0,0,2,3,1,2,15,824,0,105,0,16,27780,30,100,0,14400,0,129600,0,1500,0,0,0,0,1,0,0
132,蜥蜴的凝视,阿兰卡峰林,蜥蜴将阿兰卡峰林的一些鸦人变成了石头。这很可怕，但这种石头是珍贵的资源。请将它们仔细收集起来。,0,0,0,0,2,3,1,2,0,824,0,107,0,15,27780,30,100,0,21600,0,129600,0,1500,0,0,0,0,1,0,0
133,元素的地盘,霜火岭,一群占山为王的元素占据了我们位于霜火岭补给线的周边地区。去杀掉它们，收集丢失的补给。,0,0,0,0,2,3,1,2,0,824,0,101,0,18,27780,30,100,0,21600,0,129600,0,1500,0,0,0,0,1,0,0
135,动植物的灾难,影月谷,黑暗魔法正在影月谷疯狂肆虐，使生物发生了疯狂的、非自然的变化。去结束它们的痛苦吧。,0,0,0,0,2,3,1,1,10,824,0,106,0,15,28568,34,90,0,1800,0,86400,65,100,0,0,0,0,1,0,0
136,剑与巫术的交汇,影月谷,影月氏族的施法者正在特鲁纳观星台附近实验不稳定的虚空魔法。因此我们必须阻止他们。,0,0,0,0,2,3,1,1,10,824,0,106,0,11,28568,34,90,0,1800,0,86400,65,100,0,0,0,0,1,0,0
137,杂草清理者,影月谷,别被骗了。它们看似可爱，却能够一拥而上，把你的脸咬烂。,0,0,0,0,2,3,1,1,10,824,0,106,0,26,31532,34,90,0,1800,0,86400,65,100,0,0,0,0,1,0,0
138,有点冷,霜火岭,最近平原上比过去更寒冷了。在有人冻死之前，找出天气变化的原因吧。,0,0,0,0,2,3,1,1,10,824,0,101,0,18,28569,34,90,0,1800,0,86400,65,100,0,0,0,0,1,0,0
139,冰凉美味,霜火岭,霜火岭有大量元素生物。鬣蜥人喜欢吃元素生物，而无论它们吃了什么，都能继承其力量。这可不大妙。,0,0,0,0,2,3,1,1,10,824,0,101,0,23,28569,34,90,0,1800,0,86400,65,100,0,0,0,0,1,0,0
140,战争之王,霜火岭,血槌食人魔开始袭击部落的岗哨了。我们损失了许多士兵和补给。我们认为，这都是他们的新督军造成的。,0,0,0,0,2,3,1,1,10,824,0,101,0,12,31531,34,90,0,1800,0,86400,65,100,0,0,0,0,1,0,0
141,古树之殇,影月谷,是时候去砍掉一些古树了。但提醒一下，你只能砍那些被恶魔腐蚀的古树。剩下的……如果你愿意，可以去抱抱他们。,0,0,0,0,2,3,1,1,10,824,0,106,0,20,28752,34,91,0,3600,0,86400,65,200,0,0,0,0,1,0,0
142,一个矮人都不能少,影月谷,影月氏族的部队在诅咒林地附近绑架了一位蛮锤萨满。快去救出我们那位有勇无谋的盟友，并将那些兽人绳之以法吧。,0,0,0,0,2,3,1,1,10,824,0,106,0,11,28752,34,91,0,3600,0,86400,65,200,0,0,0,0,1,0,0
143,咆哮的虚空,影月谷,我们收到报告说影月氏族正在幽影林地里活动，用污秽的魔法笼罩了那片土地。一定要不惜一切代价打断他们的黑暗仪式。,0,0,0,0,2,3,1,1,10,824,0,106,0,19,28752,34,91,0,3600,0,86400,65,200,0,0,0,0,1,0,0
144,雷霆寂灭,霜火岭,北边出现了雷神狩猎小队的踪影。我们要在悬崖那里设下埋伏，让他们看看真正部落的实力！,0,0,0,0,2,3,1,1,10,824,0,101,0,11,28753,34,91,0,3600,0,86400,65,200,0,0,0,0,1,0,0
145,脚下的阴影,霜火岭,暗影议会占据了要塞西边纵横交错的洞穴网络。我们不能让它在这一区域站稳脚跟！,0,0,0,0,2,3,1,1,10,824,0,101,0,23,28753,34,91,0,3600,0,86400,65,200,0,0,0,0,1,0,0
146,双头飞龙的损耗,霜火岭,杀死成年的双龙飞龙完全无法减少它们的数量。去血洗它们的巢穴，从源头上解决这个威胁吧。,0,0,0,0,2,3,1,1,10,824,0,101,0,15,28753,34,91,0,3600,0,86400,65,200,0,0,0,0,1,0,0
147,古树的病痛,戈尔隆德,一种奇怪的疾病正在戈尔隆德的古树间传播。被感染的古树都发了疯。在情况恶化之前，去消灭这些古树吧。,0,0,0,0,2,3,1,1,10,824,0,103,0,20,27785,34,92,0,3600,0,86400,50,300,0,0,0,0,1,0,0
148,破坏黑石补给,戈尔隆德,斥候们发现了一张地图，上面标出了戈尔隆德的黑石补给箱的藏匿地点。去摧毁它们可以给我们的敌人当头一棒。,0,0,0,0,2,3,1,1,10,824,0,103,0,11,27785,34,92,0,3600,0,86400,50,300,0,0,0,0,1,0,0
149,贪吃的原祖荆兽,戈尔隆德,戈尔隆德的原祖荆兽正在它们的领地内大肆捕猎，并抢劫附近的德莱尼营地里的食物。去攻击它们，将它们引走吧。,0,0,0,0,2,3,1,1,10,824,0,103,0,20,31533,34,92,0,3600,0,86400,50,300,0,0,0,0,1,0,0
150,爱咬人的小东西,戈尔隆德,一群鬣蜥人占领了附近的一座珍贵的矿场。如果我们还想用这座矿场的话，就得把他们赶走。,0,0,0,0,2,3,1,1,10,824,0,103,0,22,27786,34,93,0,3600,0,86400,35,400,0,0,0,0,1,0,0
151,讨厌的小戈隆,戈尔隆德,小戈隆一直在干扰我们在戈尔隆德的扩张计划。如果想要在那里站稳脚跟的话，我们就得减少它们的数量。,0,0,0,0,2,3,1,1,10,824,0,103,0,21,27786,34,93,0,1800,0,86400,35,400,0,0,0,0,1,0,0
152,安全距离,戈尔隆德,钢铁部落的攻城武器在远处很有威力，可一旦靠近就破绽百出。派出一支精英小队去破坏他们的军备或许是个明智的方法。,0,0,0,0,2,3,1,1,10,824,0,103,0,11,31534,34,93,0,3600,0,86400,35,400,0,0,0,0,1,0,0
153,破坏魔的踪迹,塔拉多,破坏魔出现在了塔拉多的外围。她们或许就是燃烧军团的第一波入侵部队。我们需要去调查一下。,0,0,0,0,2,3,1,1,10,824,0,105,0,11,27787,34,94,0,3600,0,86400,35,500,0,0,0,0,1,0,0
154,钟乳石爱好者,塔拉多,由于鬣蜥人的好胃口，塔拉多一处定居点地下的洞穴开始变得不稳定了。我们必须保护地面上的居民。,0,0,0,0,2,3,1,2,10,824,0,105,0,26,27787,34,94,0,1800,0,86400,35,500,0,0,0,0,1,0,0
155,群鸦之首,塔拉多,一位具有超凡神力的高阶鸦人祭司正在鼓动他的教派以泰罗克的名义袭击附近的定居点。我们必须保护我们的盟友。,0,0,0,0,2,3,1,1,10,824,0,105,0,14,27787,34,94,0,3600,0,86400,35,500,0,0,0,0,1,0,0
156,行动的号召,塔拉多,绝对的力量造成绝对的堕落，因此我们必须消灭这个强大的术士。快派人去刺杀这个家伙吧。,0,0,0,0,2,3,1,1,10,824,0,105,0,11,27788,19,95,0,3600,0,86400,35,600,0,0,0,0,1,0,0
157,盗匪绝迹,塔拉多,从艾泽拉斯到德拉诺，恶棍和他们的同党都是一样讨厌。去让我们的新“朋友”见识一下，我们在艾泽拉斯是怎么对付恶棍的。,0,0,0,0,2,3,1,1,10,824,0,105,0,12,27788,19,95,0,1800,0,86400,35,600,0,0,0,0,1,0,0
158,一山不容二虎,塔拉多,据说独眼魔是暴力的化身，可我听说你的盟友们也有这么一个绰号。让我们看看谁更名符其实吧。,0,0,0,0,2,3,1,1,10,824,0,105,0,17,31535,19,95,0,3600,0,86400,35,600,0,0,0,0,1,0,0
159,美妙的痛苦,阿兰卡峰林,碎手兽人享受痛苦，因为他们认为这能增强他们的力量。那就让他们变得空前强大，然后死得不能再死吧。,0,0,0,0,2,3,1,1,10,824,0,107,0,11,27789,43,96,0,5400,0,86400,35,700,0,0,0,0,1,0,0
160,碾压白鬼,阿兰卡峰林,白鬼是扭曲、怯懦的渣滓。可只要数量够多，食腐鸟也会成为致命的威胁。不过，这是很容易解决的，不是吗？,0,0,0,0,2,3,1,2,10,824,0,107,0,21,27789,19,96,0,2700,0,86400,35,700,0,0,0,0,1,0,0
161,灭虫行动,阿兰卡峰林,掠食者的繁殖速度很快，而且什么都吃，就像蟋蟀一样。但它们还很残忍嗜杀，而且体型像马一样大。这一点就不像蟋蟀了。,0,0,0,0,2,3,1,1,10,824,0,107,0,15,27789,19,96,0,5400,0,86400,35,700,0,0,0,0,1,0,0
162,教训双头飞龙,阿兰卡峰林,我们的家畜失踪了。一切线索都指向了双头飞龙。去解决这个麻烦，但别小看了它们。,0,0,0,0,2,3,1,1,10,824,0,107,0,21,27790,19,97,0,5400,0,86400,35,800,0,0,0,0,1,0,0
163,针锋相对,阿兰卡峰林,一条邪恶的风蛇似乎在其幕后主子的指使下削弱我们的防御。去找出并解决这个威胁。,0,0,0,0,2,3,1,1,10,824,0,107,0,15,27790,19,97,0,2700,0,86400,35,800,0,0,0,0,1,0,0
164,卑劣行径,阿兰卡峰林,经过证实，我们在碎手氏族中的线人都是双面间谍。去安排一次秘密接头，然后把他们一网打尽吧。,0,0,0,0,2,3,1,1,10,824,0,107,0,11,31536,19,97,0,3600,0,86400,35,800,0,0,0,0,1,0,0
165,防洪保护,纳格兰,吸取能量的流水之魂恰好克制了我们的施法者。是时候向他们伸出援手了。,0,0,0,0,2,3,1,1,10,824,0,104,0,19,27791,19,98,0,7200,0,86400,35,900,0,0,0,0,1,0,0
166,嗜睡疑云,纳格兰,经过证实，我们最近出现的嗜睡症状与悬槌巫师有关。去找到他们，终结他们邪恶的魔法仪式吧。,0,0,0,0,2,3,1,2,10,824,0,104,0,12,27791,19,98,0,5400,0,86400,35,900,0,0,0,0,1,0,0
167,战歌的绝唱,纳格兰,战歌萨满创造了一种法术，能在我们脚下撕开一道深渊！在沙漏中的沙子流完之前，快去干掉他们！,0,0,0,0,2,3,1,1,10,824,0,104,0,11,31537,19,98,0,5400,0,86400,35,900,0,0,0,0,1,0,0
168,食人魔克星,纳格兰,高等食人魔战士正在排兵布阵，叫嚣着要“消灭入侵者”。你说他们指的会不会是我们？,0,0,0,0,2,3,1,1,10,824,0,104,0,12,27792,19,99,0,7200,0,86400,35,1000,0,0,0,0,1,0,0
169,燃烧欲望,纳格兰,火刃兽人在袭击沃舒古的寻宝者，并抢夺他们的水晶。他们是不是在准备某种黑暗仪式？,0,0,0,0,2,3,1,2,10,824,0,104,0,26,27792,19,99,0,5400,0,86400,35,1000,0,0,0,0,1,0,0
170,乱世戈隆,纳格兰,我们的斥候都消失了！他们最后一次现身时，正准备进入戈隆的领土。去找出他们的下落吧。,0,0,0,0,2,3,1,1,10,824,0,104,0,29,27792,19,99,0,7200,0,86400,35,1000,0,0,0,0,1,0,0
171,躁动的幽灵,影月谷,影月谷到处都是迷茫和愤怒的兽人幽灵。在他们安息之前，所有人都处在危险之中。,0,0,0,0,2,3,1,1,10,824,0,106,0,26,33098,19,90,0,1800,0,86400,65,100,0,0,0,0,1,0,0
172,目中无人,霜火岭,雷神兽人越来越大胆了：他们的斥候竟敢大摇大摆地跟踪部落的队伍。对于这种傲慢的行为，我们要坚决予以回击。,0,0,0,0,2,3,1,1,10,824,0,101,0,11,33097,19,90,0,1800,0,86400,65,100,0,0,0,0,1,0,0
173,魔荚人巡逻队,影月谷,疯疯癫癫的魔荚人偷走了我们的一箱增长药剂。在这些怪物喝下药水并开始发疯前，快去夺回它们。,0,0,0,0,2,3,1,1,0,824,0,106,0,26,33098,19,91,0,3600,0,86400,65,200,0,0,0,0,1,0,0
174,黑石情报,霜火岭,黑石信使正在这一带流窜。他们所携带的任何文件都可能对我们有着极大的帮助。,0,0,0,0,2,3,1,1,0,824,0,101,0,11,33097,19,91,0,3600,0,86400,65,200,0,0,0,0,1,0,0
175,打破枷锁,戈尔隆德,食人魔正迫使我们的盟友在他们的竞技场里战斗。快假装成角斗士去救出那些不情愿的斗士吧。,0,0,0,0,2,3,1,1,0,824,0,103,0,12,27788,19,92,0,2700,0,86400,50,300,0,0,0,0,1,0,0
176,独眼魔泄密事件,戈尔隆德,我们知道独眼魔很快就要进攻了，因为他们自己已经告诉我们了。从来没人说过他们聪明。在他们造成真正的伤害之前，快去阻止他们吧。,0,0,0,0,2,3,1,1,0,824,0,103,0,22,27788,19,93,0,2700,0,86400,35,400,0,0,0,0,1,0,0
177,金光闪闪,塔拉多,重新分配死者的财物不算偷窃。麻烦的是，有一个强大的鸦人巫师并不这么认为。快去好好“说服”他一下吧。,0,0,0,0,2,3,1,1,0,824,0,105,0,14,27788,19,94,0,2700,0,86400,35,500,0,0,0,0,1,0,0
178,滥砍滥伐,塔拉多,钢铁部落的切割者正在毁灭塔拉多的森林。这群混蛋。如果说谁有资格那么干，那也得是我们的人。,0,0,0,0,2,3,1,1,10,824,0,105,0,26,27788,19,95,0,2700,0,86400,35,600,0,0,0,0,1,0,0
179,黄金储备,阿兰卡峰林,鸦人已经开始偷窃和储藏黄金了。是时候把它们偷回来了。,0,0,0,0,2,3,1,1,0,824,0,107,0,14,27789,19,96,0,3600,0,86400,35,700,0,0,0,0,1,0,0
180,好奇害死虎,阿兰卡峰林,刃牙虎人开始疯狂进攻了。他们以为自己有九条命。去告诉他们这种想法有多么可笑吧。,0,0,0,0,2,3,1,1,10,824,0,107,0,21,27790,19,97,0,3600,0,86400,35,800,0,0,0,0,1,0,0
181,医疗急救,纳格兰,我们在战场上的士兵急需医疗补给，可沿途有战歌兽人的巡逻队。请护送车队安全抵达目的地吧。,0,0,0,0,2,3,1,1,0,824,0,104,0,29,27791,19,98,0,5400,0,86400,35,900,0,0,0,0,1,0,0
182,袭击者的威胁,纳格兰,战歌兽人捣毁了我们北边的营地，唯一的幸存者说他们往这儿来了。我们必须击退入侵者！,0,0,0,0,2,3,1,1,10,824,0,104,0,29,27792,19,99,0,5400,0,86400,35,1000,0,0,0,0,1,0,0
183,危险的食草动物,影月谷,淡水兽占据了碧影湿地。它们的领地观念极强而且非常彪悍。这阻碍了我们获取重要物资。,0,0,0,0,2,3,1,1,0,824,0,106,0,15,33098,19,90,0,1800,0,86400,65,100,0,0,0,0,1,0,0
184,斩杀裂蹄牛,霜火岭,在这片严酷的环境中，结实的交通工具是必须的。去消灭钢铁部落最健壮的驮兽，以此削弱他们的实力吧。,0,0,0,0,2,3,1,1,0,824,0,101,0,23,33097,19,90,0,1800,0,86400,65,100,0,0,0,0,1,0,0
