ID,Name_lang,Location_lang,Description_lang,MapPos[0],MapPos[1],WorldPos[0],WorldPos[1],GarrTypeID,GarrMissionTypeID,GarrFollowerTypeID,MaxFollowers,MissionCost,MissionCostCurrencyTypesID,OfferedGarrMissionTextureID,UiTextureKitID,EnvGarrMechanicID,EnvGarrMechanicTypeID,PlayerConditionID,GarrMissionSetID,TargetLevel,TargetItemLevel,MissionDuration,TravelDuration,OfferDuration,BaseCompletionChance,BaseFollowerXP,OvermaxRewardPackID,FollowerDeathChance,AreaID,Flags,AutoMissionScalar,AutoMissionScalarCurveID,AutoCombatantEnvCasterID
108,工業間諜,格古隆德,如果黑石氏族的戰爭機器有設計上的缺陷，我們就可以讓它失去功能。滲透進去並觀察戰爭機器的弱點。,0,0,0,0,2,3,1,3,15,824,0,103,0,11,32928,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
109,利爪、巨螯，和長牙,格古隆德,傑那索可以算是德拉諾最兇惡的生物了。在它們從格古隆德擴散到其他區域之前，我們必須要管制住它們。,0,0,0,0,2,3,1,3,15,824,0,103,0,20,32928,30,100,0,36000,0,129600,0,1500,0,0,0,0,1,0,0
110,虔信之禽,阿拉卡山,其實我們不太想理那些凶惡的阿拉卡，但是占領他們在阿拉卡山上的神廟可以讓我們擁有戰略優勢。,0,0,0,0,2,3,1,3,15,824,0,107,0,14,32928,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
111,燃燒的塔拉多爾,塔拉多爾,薩格拉斯的冥淵火手下在塔拉多爾的森林裡到處燒殺擄掠。在森林灰飛煙滅之前毀掉他們。,0,0,0,0,2,3,1,3,15,824,0,105,0,16,32928,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
112,深入劍齒人洞穴,阿拉卡山,有許多獲救的德萊尼俘虜失蹤了，我們覺得是劍齒人幹的好事。去調查一下，但要確保你有足夠的武裝。,0,0,0,0,2,3,1,3,15,824,0,107,0,21,32928,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
113,燃燒軍團先鋒,塔拉多爾,當煉獄火和惡魔守衛都開始入侵塔拉多爾的時候，就表示燃燒軍團的全面入侵不遠了。擊敗他們並試著找出軍團的來源。,0,0,0,0,2,3,1,3,15,824,0,105,0,16,32928,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
114,讓虛空扭曲,影月谷,某個人召喚了虛無領主和虛無呼喚者，讓它們在影月谷中不斷蔓延。找到這個該負責的人，然後殺了他。,0,0,0,0,2,3,1,3,15,824,0,106,0,19,27780,30,100,0,21600,0,129600,0,1500,0,0,0,0,1,0,0
115,硬化的生物,霜火峰,麥奈隆和戈倫都會在皮膚上長出帶有魔法屬性的石質鎧甲。去收集這些鎧甲，我們會用得上。,0,0,0,0,2,3,1,3,10,824,0,101,0,23,27780,30,100,0,21600,0,129600,0,1500,0,0,0,0,1,0,0
116,鋼鐵部落的盟友,霜火峰,巨魔督軍不但強大又數量眾多，是鋼鐵部落的有力同盟。試著離間他們，有必要的話就使用一些「強制」的手段。,0,0,0,0,2,3,1,3,20,824,0,101,0,12,27780,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
117,裂蹄釋放行動,霜火峰,如果要讓雷霆王氏族一蹶不振，我們就必須要殲滅他們最殘暴的戰士 ─  裂蹄騎士團。前往他們的營地，放走他們所有的坐騎。,0,0,0,0,2,3,1,3,10,824,0,101,0,11,27780,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
118,腐化擴散,影月谷,惡魔魔法已經腐化了影月谷中的一些古樹。必須要放倒他們，終結他們不受控的瘋狂行徑。,0,0,0,0,2,3,1,3,15,824,0,106,0,26,27780,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
119,鋼鐵部落的核心,納葛蘭,戰歌氏族是鋼鐵部落力量的象徵。在夜色掩護之下，放火燒了他們的營地。這會讓他們的士氣蕩然無存。,0,0,0,0,2,3,1,2,15,824,0,104,0,11,27780,30,100,0,14400,0,129600,0,1500,0,0,0,0,1,0,0
120,劍齒人埋伏,納葛蘭,巡邏兵回報了一群劍齒人，到處攔路搶劫在納葛蘭旅行的商人。找到並阻止他們。,0,0,0,0,2,3,1,2,10,824,0,104,0,29,27780,30,100,0,14400,0,129600,0,1500,0,0,0,0,1,0,0
125,漫天飛羽,阿拉卡山,阿拉卡魔爪祭司已經開始將德萊尼獻祭給他們的神，泰洛克。阻止他們的儀式並釋放囚犯。,0,0,0,0,2,3,1,2,20,824,0,107,0,14,27780,30,100,0,14400,0,129600,0,1500,0,0,0,0,1,0,0
126,薩格拉斯邪教,塔拉多爾,在塔拉多爾的邊陲地帶，有一小批德萊尼開始信奉並崇拜薩格拉斯。在這個邪教擴張之前阻止它。,0,0,0,0,2,3,1,2,10,824,0,105,0,26,27780,30,100,0,14400,0,129600,0,1500,0,0,0,0,1,0,0
127,邁向自由！,格古隆德,巨魔奴役者抓住了許多因為鋼鐵部落而不得不遷徙的德萊尼。派些人到他們的營地裡救出他們。,0,0,0,0,2,3,1,2,15,824,0,103,0,12,27780,30,100,0,14400,0,129600,0,1500,0,0,0,0,1,0,0
128,拿下首腦,納葛蘭,只要巨魔失去了他們的領導人，間諜先前警告過我們的高等巨魔攻擊行動就必敗無疑。派出刺客前往納葛蘭，暗殺他們的督軍。,0,0,0,0,2,3,1,3,10,824,0,104,0,12,27780,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
129,刃月的秘密,影月谷,傑納索和波塔尼的硬化樹皮可以用來強化我們的護甲。去把該做的事搞定。,0,0,0,0,2,3,1,3,10,824,0,106,0,20,27780,30,100,0,28800,0,129600,0,1500,0,0,0,0,1,0,0
130,劫毀者侵襲,阿拉卡山,害蟲！到處都是這些劫毀者 ─ 在補給品裡有，在軍營裡也是！在劫毀者淹沒我們之前，消滅牠們在阿拉卡山上的巢穴。,0,0,0,0,2,3,1,2,15,824,0,107,0,15,27780,30,100,0,14400,0,129600,0,1500,0,0,0,0,1,0,0
131,煉獄火之怒,塔拉多爾,在塔拉多爾並不常看見煉獄火，而我們也想保持這樣的狀態。所以能摧毀越多煉獄火就越好。,0,0,0,0,2,3,1,2,15,824,0,105,0,16,27780,30,100,0,14400,0,129600,0,1500,0,0,0,0,1,0,0
132,石化蜥蜴的凝視,阿拉卡山,石化蜥蜴已經把阿拉卡山上的一些阿拉卡轉變成石像。雖然很可怕，但那些石頭是珍貴的資源。去把它們收集回來，但要小心點。,0,0,0,0,2,3,1,2,0,824,0,107,0,15,27780,30,100,0,21600,0,129600,0,1500,0,0,0,0,1,0,0
133,元素領地,霜火峰,一群有地域觀念的元素生物，在霜火峰補給路線的附近區域宣示主權。幹掉它們，把任何遺失的補給品拿回來。,0,0,0,0,2,3,1,2,0,824,0,101,0,18,27780,30,100,0,21600,0,129600,0,1500,0,0,0,0,1,0,0
135,動物與植物,影月谷,黑暗魔法在影月谷裡到處流竄。讓生物變得異常和瘋狂。替他們的痛苦折磨畫下句點。,0,0,0,0,2,3,1,1,10,824,0,106,0,15,28568,34,90,0,1800,0,86400,65,100,0,0,0,0,1,0,0
136,當巫術遇上刀劍,影月谷,影月谷施法者在泰魯納天文台附近實驗虛空魔法。必須讓事情有個好的結尾。,0,0,0,0,2,3,1,1,10,824,0,106,0,11,28568,34,90,0,1800,0,86400,65,100,0,0,0,0,1,0,0
137,割草機,影月谷,別被騙了。他們是很可愛，但等到整群撲上來把你的臉啃光以後，你就不會這樣覺得了。,0,0,0,0,2,3,1,1,10,824,0,106,0,26,31532,34,90,0,1800,0,86400,65,100,0,0,0,0,1,0,0
138,有點冷,霜火峰,最近這片土地冷得非比尋常，簡直到了刺骨的地步。在寒冷的天氣開始奪去生命之前，找出它變化的原因。,0,0,0,0,2,3,1,1,10,824,0,101,0,18,28569,34,90,0,1800,0,86400,65,100,0,0,0,0,1,0,0
139,冰冰的，好吃,霜火峰,在霜火峰上有相當多的元素，而且戈倫很愛吃它們。但問題就在於不管戈倫吃了什麼，都能獲得它們的力量。,0,0,0,0,2,3,1,1,10,824,0,101,0,23,28569,34,90,0,1800,0,86400,65,100,0,0,0,0,1,0,0
140,戰爭之王,霜火峰,血槌巨魔開始掠奪部落的前哨站，讓我們損失兵力和補給。我們認為新上任的巨魔督軍是這一切的始作俑者。,0,0,0,0,2,3,1,1,10,824,0,101,0,12,31531,34,90,0,1800,0,86400,65,100,0,0,0,0,1,0,0
141,苦痛的古樹,影月谷,該砍倒幾棵古樹了。但要提醒你，其中只有幾棵古樹被惡魔腐化，至於其他的古樹…如果你想要的話可以抱抱它們。,0,0,0,0,2,3,1,1,10,824,0,106,0,20,28752,34,91,0,3600,0,86400,65,200,0,0,0,0,1,0,0
142,一個矮人都不能少,影月谷,影月氏族的軍隊在詛咒之林附近俘虜了一位蠻錘薩滿。救出我們那位有勇無謀的同盟，並讓獸人嘗嘗正義的滋味。,0,0,0,0,2,3,1,1,10,824,0,106,0,11,28752,34,91,0,3600,0,86400,65,200,0,0,0,0,1,0,0
143,咆哮的虛空,影月谷,我們得到情報，影月氏族在幽蔭林地附近潛伏，用邪惡的魔法籠罩這片大地。不計任何代價打斷他們的儀式！,0,0,0,0,2,3,1,1,10,824,0,106,0,19,28752,34,91,0,3600,0,86400,65,200,0,0,0,0,1,0,0
144,殲滅雷霆王,霜火峰,有人在北方發現了雷霆王狩獵隊。在峭壁那邊設下埋伏，讓他們看看什麼才是真正的部落。,0,0,0,0,2,3,1,1,10,824,0,101,0,11,28753,34,91,0,3600,0,86400,65,200,0,0,0,0,1,0,0
145,暗影潛伏,霜火峰,暗影議會入侵了要塞西方的洞穴網路。我們不能讓他們在這個區域建立據點！,0,0,0,0,2,3,1,1,10,824,0,101,0,23,28753,34,91,0,3600,0,86400,65,200,0,0,0,0,1,0,0
146,減少萊拉克,霜火峰,殺掉萊拉克的成獸在減少他們的數量上完全沒有幫助。搜查他們的巢穴，從根本上結束這場威脅。,0,0,0,0,2,3,1,1,10,824,0,101,0,15,28753,34,91,0,3600,0,86400,65,200,0,0,0,0,1,0,0
147,痛苦的古樹,格古隆德,格古隆德的古樹中蔓延著一種奇怪的疾病，把它們逼瘋。在疫情擴散之前摧毀它們。,0,0,0,0,2,3,1,1,10,824,0,103,0,20,27785,34,92,0,3600,0,86400,50,300,0,0,0,0,1,0,0
148,擊碎黑石,格古隆德,斥候取回了一張地圖，包含了藏在格古隆德四處的黑石補給物資。只要摧毀掉這些物資，就能把我們的敵人往死裡打。,0,0,0,0,2,3,1,1,10,824,0,103,0,11,27785,34,92,0,3600,0,86400,50,300,0,0,0,0,1,0,0
149,飢餓的傑納索,格古隆德,格古隆德的傑納索在他們的領地裡到處獵殺，並且為了食物不斷搶劫附近的德萊尼營地。攻擊他們，讓他們離開。,0,0,0,0,2,3,1,1,10,824,0,103,0,20,31533,34,92,0,3600,0,86400,50,300,0,0,0,0,1,0,0
150,啃咬的小麻煩,格古隆德,一群戈倫在附近的礦場定居下來。如果我們之後還想採礦的話，最好趕走他們。,0,0,0,0,2,3,1,1,10,824,0,103,0,22,27786,34,93,0,3600,0,86400,35,400,0,0,0,0,1,0,0
151,麻煩的小古羅,格古隆德,小古羅不斷阻礙我們在格古隆德擴張的進度。我們需要減少他們的數量，才能順利建立據點。,0,0,0,0,2,3,1,1,10,824,0,103,0,21,27786,34,93,0,1800,0,86400,35,400,0,0,0,0,1,0,0
152,近一點更安全,格古隆德,鋼鐵部落的攻城武器在遠距離時相當致命，但只要接近了之後就相當脆弱。用一小批兵力對付他們的武裝應該會是明智的抉擇。,0,0,0,0,2,3,1,1,10,824,0,103,0,11,31534,34,93,0,3600,0,86400,35,400,0,0,0,0,1,0,0
153,希娃女妖,塔拉多爾,有人在塔拉多爾的郊區看見希娃女妖。這有可能是燃燒軍團的第一波侵略。前去調查並確認一下。,0,0,0,0,2,3,1,1,10,824,0,105,0,11,27787,34,94,0,3600,0,86400,35,500,0,0,0,0,1,0,0
154,鐘乳石大餐,塔拉多爾,在塔拉多爾居住地區下方的洞窟，因為戈倫胃口太好，讓洞窟的結構越來越不穩定。我們一定要保護上方的居民。,0,0,0,0,2,3,1,2,10,824,0,105,0,26,27787,34,94,0,1800,0,86400,35,500,0,0,0,0,1,0,0
155,領導鳥群,塔拉多爾,一位有號召力的高等阿拉卡祭司正以泰洛克之名，鼓動他的教徒搶劫附近的營地。我們必須保衛我們的盟友。,0,0,0,0,2,3,1,1,10,824,0,105,0,14,27787,34,94,0,3600,0,86400,35,500,0,0,0,0,1,0,0
156,呼喚行動,塔拉多爾,絕對腐化的力量，也絕對是我們解決掉這個強大術士的理由。終結掉他的性命。,0,0,0,0,2,3,1,1,10,824,0,105,0,11,27788,19,95,0,3600,0,86400,35,600,0,0,0,0,1,0,0
157,這裡不准霸凌,塔拉多爾,從艾澤拉斯到德拉諾，霸凌者和他的同夥們都沒有什麼不同。讓我們的新「朋友」看，看我們在艾澤拉斯是怎麼對付這種人的。,0,0,0,0,2,3,1,1,10,824,0,105,0,12,27788,19,95,0,1800,0,86400,35,600,0,0,0,0,1,0,0
158,唯我獨尊,塔拉多爾,據說歐格隆是暴力的化身，但你的盟友在暴力方面的名號也頗響亮。讓我們看看誰更配得上這個稱號。,0,0,0,0,2,3,1,1,10,824,0,105,0,17,31535,19,95,0,3600,0,86400,35,600,0,0,0,0,1,0,0
159,痛得好,阿拉卡山,破碎之手獸人擁抱痛苦，他們說痛苦能帶來力量，讓他們更強壯，強壯到死。,0,0,0,0,2,3,1,1,10,824,0,107,0,11,27789,43,96,0,5400,0,86400,35,700,0,0,0,0,1,0,0
160,擊潰蒼白獸人,阿拉卡山,蒼白獸人是扭曲懦弱的廢物，但即便是撿垃圾的，只要數量足夠依然致命。這問題很容易解決，對吧？,0,0,0,0,2,3,1,2,10,824,0,107,0,21,27789,19,96,0,2700,0,86400,35,700,0,0,0,0,1,0,0
161,碾碎臭蟲,阿拉卡山,劫毀者繁殖的速度太快了，還把所有東西都吃了，就像蟋蟀一樣。而且他們會殺人，體型還像馬一樣。嗯…這點和蟋蟀就不太像。,0,0,0,0,2,3,1,1,10,824,0,107,0,15,27789,19,96,0,5400,0,86400,35,700,0,0,0,0,1,0,0
162,萊拉克作亂,阿拉卡山,我們的家畜失蹤了。所有線索都指向是萊拉克幹的。解決這個威脅，千萬不要放過他們。,0,0,0,0,2,3,1,1,10,824,0,107,0,21,27790,19,97,0,5400,0,86400,35,800,0,0,0,0,1,0,0
163,持續打擊,阿拉卡山,有條邪惡的風蛇不斷在削弱我們的防禦，看來似乎是聽從了某個地下主人指示。找出這個人，終結這個威脅。,0,0,0,0,2,3,1,1,10,824,0,107,0,15,27790,19,97,0,2700,0,86400,35,800,0,0,0,0,1,0,0
164,檯面下的手段,阿拉卡山,我們在破碎之手氏族裡的線人看來是雙面諜，設下一個秘密會議然後殲滅他們。,0,0,0,0,2,3,1,1,10,824,0,107,0,11,31536,19,97,0,3600,0,86400,35,800,0,0,0,0,1,0,0
165,怒濤防衛行動,納葛蘭,水之魂正在運用能量虹吸，讓我們的施法者吃了不少苦頭。該給他們一點支援了。,0,0,0,0,2,3,1,1,10,824,0,104,0,19,27791,19,98,0,7200,0,86400,35,900,0,0,0,0,1,0,0
166,法術檢查,納葛蘭,最近出現的反常嗜睡現象可以追查到天錘的巫師身上。找出他們，終結掉他們的邪惡秘法儀式。,0,0,0,0,2,3,1,2,10,824,0,104,0,12,27791,19,98,0,5400,0,86400,35,900,0,0,0,0,1,0,0
167,戰歌絕唱,納葛蘭,戰歌薩滿已經知道如何在我們的腳下打開一個通往深淵的洞！在沙漏的沙流光之前殺了他們！,0,0,0,0,2,3,1,1,10,824,0,104,0,11,31537,19,98,0,5400,0,86400,35,900,0,0,0,0,1,0,0
168,巨魔殺戮,納葛蘭,高等巨魔戰士已經擺好陣形，咆哮著要「摧毀入侵者」，你覺得那是在說我們嗎？,0,0,0,0,2,3,1,1,10,824,0,104,0,12,27792,19,99,0,7200,0,86400,35,1000,0,0,0,0,1,0,0
169,燃燒之慾,納葛蘭,燃刃獸人正在攻擊歐夏剛的寶藏獵人，搶走他們的水晶。他們是不是要準備什麼黑暗儀式了？,0,0,0,0,2,3,1,2,10,824,0,104,0,26,27792,19,99,0,5400,0,86400,35,1000,0,0,0,0,1,0,0
170,隨古羅而逝,納葛蘭,我們的斥候失去行蹤了！最後看見他們的時候，他們正要進入古羅的領地裡。搞清楚他們發生了什麼事。,0,0,0,0,2,3,1,1,10,824,0,104,0,29,27792,19,99,0,7200,0,86400,35,1000,0,0,0,0,1,0,0
171,騷動的靈魂,影月谷,混亂又暴怒的獸人靈魂在影月谷不斷發動攻擊。唯有讓他們安息，才能保證大家安全。,0,0,0,0,2,3,1,1,10,824,0,106,0,26,33098,19,90,0,1800,0,86400,65,100,0,0,0,0,1,0,0
172,觀察者效應,霜火峰,雷霆王獸人的膽子越來越大了：他們的斥候在跟蹤部落小隊，根本不太掩飾。如此傲慢的行動應該要得到一點教訓。,0,0,0,0,2,3,1,1,10,824,0,101,0,11,33097,19,90,0,1800,0,86400,65,100,0,0,0,0,1,0,0
173,巡查魔花,影月谷,遊蕩的魔花人偷走了一箱巨化藥劑，在這些生物喝下它們開始作亂以前，找回這箱藥劑。,0,0,0,0,2,3,1,1,0,824,0,106,0,26,33098,19,91,0,3600,0,86400,65,200,0,0,0,0,1,0,0
174,黑石情報,霜火峰,有目擊者看到黑石信差在這個區域來回奔走。他們所攜帶的任何信件都會對我們的目標有重大貢獻。,0,0,0,0,2,3,1,1,0,824,0,101,0,11,33097,19,91,0,3600,0,86400,65,200,0,0,0,0,1,0,0
175,斷開鎖鏈,格古隆德,巨魔奴役者讓我們的盟友在競技場裡死鬥。偽裝成有潛力的鬥士，解放這些無法選擇命運的戰鬥者。,0,0,0,0,2,3,1,1,0,824,0,103,0,12,27788,19,92,0,2700,0,86400,50,300,0,0,0,0,1,0,0
176,自爆秘密的歐格隆,格古隆德,歐格隆和我們說：他們就要來攻擊我們了。難怪沒人會說他們聰明。在他們造成任何實際傷害之前阻止他們。,0,0,0,0,2,3,1,1,0,824,0,103,0,22,27788,19,93,0,2700,0,86400,35,400,0,0,0,0,1,0,0
177,閃亮的玩意兒,塔拉多爾,「重新分配」一下死者的財富並不算是偷竊。問題是那些強大的阿拉卡巫士不太了解這個道理。務必要讓他們弄懂。,0,0,0,0,2,3,1,1,0,824,0,105,0,14,27788,19,94,0,2700,0,86400,35,500,0,0,0,0,1,0,0
178,伐木機大屠殺,塔拉多爾,鋼鐵部落的伐木機正在破壞塔拉多爾的森林，這些混帳！只要有人在破壞森林，就應該遭到我們的制裁。,0,0,0,0,2,3,1,1,10,824,0,105,0,26,27788,19,95,0,2700,0,86400,35,600,0,0,0,0,1,0,0
179,因為它值得,阿拉卡山,好一陣子以來，阿拉卡不斷偷竊並囤積我們的黃金。現在該是把黃金偷回來的時候了。,0,0,0,0,2,3,1,1,0,824,0,107,0,14,27789,19,96,0,3600,0,86400,35,700,0,0,0,0,1,0,0
180,好奇心會殺死他們,阿拉卡山,劍齒人不顧性命似地攻擊我們，因為他們相信有九條命可以用。證明他們是錯的。,0,0,0,0,2,3,1,1,10,824,0,107,0,21,27790,19,97,0,3600,0,86400,35,800,0,0,0,0,1,0,0
181,必要的醫療物品,納葛蘭,我們在戰場上的士兵需要醫療補給，不過戰歌獸人不斷在路上巡邏。護衛貨車，讓它到達目的地。,0,0,0,0,2,3,1,1,0,824,0,104,0,29,27791,19,98,0,5400,0,86400,35,900,0,0,0,0,1,0,0
182,強盜危機,納葛蘭,戰歌獸人摧毀了我們的北方營地，唯一的生存者說他們正往我們的方向過來。我們一定要趕走這些入侵者。,0,0,0,0,2,3,1,1,10,824,0,104,0,29,27792,19,99,0,5400,0,86400,35,1000,0,0,0,0,1,0,0
